"group_id,""arm"",""visitor_id"",""arrival_time"",""exit_time"",""time_on_page_sec"",""exit_rate"",""ctr_opportunities"",""ctr_newsletter"",""ctr_donation"",""ctr_events"",""kpi_x"",""kpi_y"",""scroll_depth_pct"",""ctr_partner_banner"",""page_load_time_ms"""
"TXB_50,""pre"",35,2026-02-23 05:57:11.736683,2026-02-23 06:03:49.377031,397.6,0,0,0,0,0,18.85,0,17.6,0,2085.2"
"TXB_50,""pre"",36,2026-02-23 06:18:48.080752,2026-02-23 06:20:54.813122,126.7,0,0,1,0,1,38.45,1,55.7,0,8598.3"
"TXB_50,""pre"",37,2026-02-23 07:13:07.868115,2026-02-23 07:13:17.696655,9.8,0,1,0,0,0,100,0,62,0,1287"
"TXB_50,""pre"",38,2026-02-23 07:21:25.758876,2026-02-23 07:24:12.090953,166.3,0,0,0,0,0,3.36,1,89.9,0,1319"
"TXB_50,""pre"",39,2026-02-23 07:31:54.033174,2026-02-23 07:31:54.533174,0.5,1,0,0,0,0,0.01,0,3.5,0,1756"
"TXB_50,""pre"",40,2026-02-23 07:49:04.28955,2026-02-23 09:27:41.62111,5917.3,0,0,0,0,0,68.75,0,18,0,1506.5"
"TXB_50,""pre"",41,2026-02-23 07:50:03.831526,2026-02-23 07:50:38.914784,35.1,0,1,0,0,0,9.05,0,1.1,0,1001.8"
"TXB_50,""pre"",42,2026-02-23 07:58:13.129615,2026-02-23 07:58:47.078123,33.9,0,0,1,0,0,23.01,0,12.7,1,1865.7"
"TXB_50,""pre"",43,2026-02-23 07:59:43.233128,2026-02-23 08:01:11.147938,87.9,0,0,0,0,0,14.09,1,58.1,0,1626.3"
"TXB_50,""pre"",44,2026-02-23 08:19:26.066664,2026-02-23 08:19:54.565771,28.5,0,0,0,0,0,76.08,0,99.1,0,1501.4"
"TXB_50,""pre"",45,2026-02-23 08:29:11.289366,2026-02-23 08:29:40.909628,29.6,0,1,0,0,0,43.15,0,51.5,0,1291.6"
"TXB_50,""pre"",46,2026-02-23 08:44:26.378062,2026-02-23 08:46:46.65406,140.3,0,0,0,0,0,81.43,0,17.2,0,3652.3"
"TXB_50,""pre"",47,2026-02-23 08:45:49.483409,2026-02-23 08:49:20.249145,210.8,0,0,0,0,0,12.93,0,4.1,0,2063.6"
"TXB_50,""pre"",48,2026-02-23 08:47:53.974697,2026-02-23 08:48:00.050877,6.1,1,0,0,0,0,6.25,0,7.4,0,1246.8"
"TXB_50,""pre"",49,2026-02-23 08:52:33.662691,2026-02-23 08:52:36.172096,2.5,1,0,0,0,0,2.93,0,4.2,0,1077.5"
"TXB_50,""pre"",50,2026-02-23 09:04:06.396992,2026-02-23 09:04:35.094127,28.7,0,0,0,0,0,46.38,0,83.8,0,1951.2"
"TXB_50,""pre"",51,2026-02-23 09:08:56.280094,2026-02-23 09:09:00.055581,3.8,1,0,0,0,0,0.41,0,10.6,0,2308"
"TXB_50,""pre"",52,2026-02-23 09:11:31.150762,2026-02-23 09:11:52.039146,20.9,0,0,0,0,0,2.7,0,69.1,0,975.7"
"TXB_50,""pre"",53,2026-02-23 09:23:45.398451,2026-02-23 09:23:45.898451,0.5,1,0,0,0,0,0.24,0,7.4,0,1132.5"
"TXB_50,""pre"",54,2026-02-23 09:28:19.267506,2026-02-23 09:35:11.238671,412,0,0,0,0,0,83.38,0,47.7,0,1116.6"
"TXB_50,""pre"",55,2026-02-23 09:42:58.656132,2026-02-23 09:43:43.159181,44.5,0,0,0,0,0,75.8,0,53.1,0,2043.4"
"TXB_50,""pre"",56,2026-02-23 09:48:44.688054,2026-02-23 09:56:47.819639,483.1,0,0,0,0,0,58.68,0,3.3,0,1284.7"
"TXB_50,""pre"",57,2026-02-23 09:50:33.546189,2026-02-23 09:50:50.767664,17.2,1,0,0,0,0,2.12,0,0.5,0,1443.2"
"TXB_50,""pre"",58,2026-02-23 09:51:49.665911,2026-02-23 09:51:58.226461,8.6,1,0,0,0,0,3.86,0,3.7,0,1245"
"TXB_50,""pre"",59,2026-02-23 10:08:22.984095,2026-02-23 10:08:43.929634,20.9,0,0,0,0,1,13.86,0,33.6,0,1743.8"
"TXB_50,""pre"",60,2026-02-23 10:41:56.640567,2026-02-23 10:42:09.082602,12.4,1,0,0,0,0,0.46,0,4.9,0,1269.4"
"TXB_50,""pre"",61,2026-02-23 10:49:28.059042,2026-02-23 10:53:02.900077,214.8,0,0,0,0,0,62.59,0,64,0,1580.7"
"TXB_50,""pre"",62,2026-02-23 10:58:08.985012,2026-02-23 10:58:30.605627,21.6,0,0,0,0,0,70.66,0,84.1,0,1197.7"
"TXB_50,""pre"",63,2026-02-23 11:08:06.596782,2026-02-23 11:08:56.435605,49.8,0,0,0,0,0,63.01,0,72.9,0,1626.9"
"TXB_50,""pre"",64,2026-02-23 11:17:16.822236,2026-02-23 11:19:12.56055,115.7,0,0,0,0,0,70.08,0,6.5,1,1209.9"
"TXB_50,""pre"",65,2026-02-23 11:18:28.379162,2026-02-23 11:20:01.755581,93.4,0,0,0,0,0,45.31,0,86.1,0,1141"
"TXB_50,""pre"",66,2026-02-23 11:27:23.740171,2026-02-23 11:27:25.712723,2,1,0,0,0,0,3.1,0,6.8,0,1063.3"
"TXB_50,""pre"",67,2026-02-23 11:42:09.740014,2026-02-23 11:42:52.507123,42.8,0,0,0,0,0,51.33,0,9.1,0,1996"
"TXB_50,""pre"",68,2026-02-23 11:46:22.725579,2026-02-23 11:44:58.725579,90.8,0,0,0,0,0,4.33,0,1.3,0,1573.3"
"TXB_50,""pre"",69,2026-02-23 12:19:56.542078,2026-02-23 12:20:10.918646,14.4,0,0,0,0,0,27.47,0,80.6,0,934.9"
"TXB_50,""pre"",70,2026-02-23 12:20:50.7816,2026-02-23 12:20:57.529995,6.7,1,0,0,0,0,4.99,0,3.9,0,1088.3"
"TXB_50,""pre"",71,2026-02-23 12:22:49.70747,2026-02-23 12:24:25.025766,95.3,0,1,0,0,0,78.77,0,27.3,0,2691.1"
"TXB_50,""pre"",72,2026-02-23 12:38:35.654547,2026-02-23 12:38:55.596695,19.9,0,0,1,0,0,32.79,0,79.1,0,2608.1"
"TXB_50,""pre"",73,2026-02-23 12:40:29.432152,2026-02-23 12:45:38.607162,309.2,0,0,0,0,0,53.77,0,94.3,1,1870.3"
"TXB_50,""pre"",74,2026-02-23 12:44:27.459058,2026-02-23 12:44:30.288585,2.8,1,0,0,0,0,0.86,0,1.3,0,2372.7"
"TXB_50,""pre"",75,2026-02-23 12:47:46.638978,2026-02-23 12:50:12.599895,146,0,0,0,0,0,48.94,0,87.2,0,1340.4"
"TXB_50,""pre"",76,2026-02-23 12:51:01.777919,2026-02-23 12:51:25.210477,23.4,0,0,0,0,0,83.82,0,33.8,0,1921.1"
"TXB_50,""pre"",77,2026-02-23 12:59:10.463147,2026-02-23 13:07:01.403957,470.9,0,0,0,0,0,24.64,0,78.9,0,1542.2"
"TXB_50,""pre"",78,2026-02-23 12:59:43.686399,2026-02-23 13:01:51.12873,127.4,0,1,1,0,1,56.16,0,88,0,7251.4"
"TXB_50,""pre"",79,2026-02-23 13:01:45.350538,2026-02-23 13:02:11.397985,26,0,0,0,0,0,18.62,0,2.4,0,1944"
"TXB_50,""pre"",80,2026-02-23 13:17:47.706901,2026-02-23 13:22:22.388898,274.7,0,0,0,0,0,26.76,0,61.2,0,1314.2"
"TXB_50,""pre"",81,2026-02-23 13:24:21.8054,2026-02-23 13:27:03.414889,161.6,0,0,0,0,0,64.75,0,0.4,0,2094.9"
"TXB_50,""pre"",82,2026-02-23 13:45:13.563773,2026-02-23 13:46:40.76394,87.2,0,0,0,0,0,23.55,0,39.2,0,1655.3"
"TXB_50,""pre"",83,2026-02-23 13:47:42.18451,2026-02-23 13:48:07.075627,24.9,0,0,0,0,0,41.59,0,32.6,0,2696.4"
"TXB_50,""pre"",84,2026-02-23 13:54:33.685474,2026-02-23 13:54:55.105141,21.4,0,0,0,0,0,28.29,0,33.8,0,1475"
"TXB_50,""pre"",85,2026-02-23 13:58:13.975156,2026-02-23 13:58:24.591017,10.6,0,0,0,0,0,5.88,0,39.5,0,3481.4"
"TXB_50,""pre"",86,2026-02-23 15:13:42.085447,2026-02-23 15:14:13.618669,31.5,0,0,0,0,0,9.71,0,73.7,1,982.1"
"TXB_50,""pre"",87,2026-02-23 15:36:10.799241,2026-02-23 15:39:56.826737,226,0,0,0,0,0,29.78,0,55.4,0,1679.7"
"TXB_50,""pre"",88,2026-02-23 16:11:40.358437,2026-02-23 16:11:41.394475,1,1,0,0,0,0,2.07,0,7.1,0,1436.3"
"TXB_50,""pre"",89,2026-02-23 16:12:46.547168,2026-02-23 16:14:13.78178,87.2,0,0,0,0,0,23.78,0,96.1,0,1021.2"
"TXB_50,""pre"",90,2026-02-23 17:41:11.193443,2026-02-23 17:41:18.415612,7.2,1,0,0,0,0,2.04,0,2.8,0,1364.8"
"TXB_50,""pre"",91,2026-02-24 00:01:12.300285,2026-02-24 00:01:16.028769,3.7,1,0,0,0,0,4.55,0,7.2,0,1710.6"
"TXB_50,""pre"",92,2026-02-24 00:14:31.613703,2026-02-24 00:15:13.317639,41.7,0,0,0,0,0,2.33,0,99.1,0,1123"
"TXB_50,""pre"",93,2026-02-24 00:49:26.094771,2026-02-24 00:49:26.594771,0.5,1,0,0,0,0,0.82,0,0.2,0,2759"
"TXB_50,""pre"",94,2026-02-24 01:01:33.543895,2026-02-24 01:01:50.253947,16.7,0,0,0,0,0,18.06,0,52,0,9600.1"
"TXB_50,""pre"",95,2026-02-24 01:30:56.289967,2026-02-24 01:33:33.804938,157.5,0,0,0,0,0,41.15,0,67.6,0,1653.2"
"TXB_50,""pre"",96,2026-02-24 01:31:09.458771,2026-02-24 01:34:31.711629,202.3,0,0,0,0,0,91.97,0,77.4,0,1791.6"
"TXB_50,""pre"",97,2026-02-24 01:38:00.280483,2026-02-24 01:38:18.212248,17.9,0,0,0,0,1,55.52,1,16.3,0,2023.9"
"TXB_50,""pre"",98,2026-02-24 01:41:07.6501,2026-02-24 01:42:09.80545,62.2,0,0,1,0,0,32.5,0,61.5,0,1449.2"
"TXB_50,""pre"",99,2026-02-24 02:01:00.401796,2026-02-24 02:03:17.831318,137.4,0,0,0,0,0,60.82,0,27.2,0,1159.7"
"TXB_50,""pre"",100,2026-02-24 02:05:41.775195,2026-02-24 02:06:10.553603,28.8,0,0,0,0,0,24.5,0,17,0,926.8"
"TXB_50,""pre"",101,2026-02-24 02:23:08.124911,2026-02-24 02:23:26.142595,18,0,0,0,0,0,30.48,0,70.5,0,1390.7"
"TXB_50,""pre"",102,2026-02-24 02:31:06.176973,2026-02-24 02:31:16.140881,10,0,0,0,0,0,6.43,0,76.6,0,1226.3"
"TXB_50,""pre"",103,2026-02-24 02:32:03.010955,2026-02-24 02:32:04.713312,1.7,1,0,0,0,0,6.67,0,2.4,0,8875.3"
"TXB_50,""pre"",104,2026-02-24 02:40:02.200869,2026-02-24 02:46:57.475536,415.3,0,0,0,0,0,25.65,0,73.7,0,3692.4"
"TXB_50,""pre"",105,2026-02-24 02:40:15.007234,2026-02-24 02:41:37.685725,82.7,0,0,0,0,0,0.95,0,68.3,0,1555.8"
"TXB_50,""pre"",106,2026-02-24 02:43:03.140993,2026-02-24 02:45:04.03827,120.9,0,0,0,1,0,66.01,0,96.6,0,1010.7"
"TXB_50,""pre"",107,2026-02-24 03:04:48.754174,2026-02-24 04:53:57.152361,6548.4,0,0,0,0,0,64.2,0,66.8,0,2108"
"TXB_50,""pre"",108,2026-02-24 03:11:23.681499,2026-02-24 03:11:26.778816,3.1,1,0,0,0,0,1.46,0,4.3,0,1509.1"
"TXB_50,""pre"",109,2026-02-24 03:12:40.667964,2026-02-24 03:13:10.825319,30.2,0,0,0,0,0,28.05,0,22.7,0,4062.7"
"TXB_50,""pre"",110,2026-02-24 03:21:36.802438,2026-02-24 03:21:43.882889,7.1,1,0,0,0,0,3.33,0,9.7,0,1574"
"TXB_50,""pre"",111,2026-02-24 03:27:53.13178,2026-02-24 03:27:55.753966,2.6,1,0,0,0,0,1.84,0,7.1,0,1591.2"
"TXB_50,""pre"",112,2026-02-24 03:40:31.456224,2026-02-24 03:40:46.50633,15.1,1,0,0,0,0,1.08,0,1.5,0,1048"
"TXB_50,""pre"",113,2026-02-24 03:48:00.341077,2026-02-24 03:48:01.487173,1.1,1,0,0,0,0,0.31,0,9.2,0,2448.6"
"TXB_50,""pre"",114,2026-02-24 03:50:18.863948,2026-02-24 03:50:38.566713,19.7,0,0,0,0,0,50.25,0,90.2,0,1046.4"
"TXB_50,""pre"",115,2026-02-24 04:27:19.372135,2026-02-24 04:27:35.969845,16.6,0,0,0,1,0,88.09,0,57.1,0,2098.4"
"TXB_50,""pre"",116,2026-02-24 04:37:02.178209,2026-02-24 04:37:02.963312,0.8,1,0,0,0,0,1.44,0,3,0,3554.5"
"TXB_50,""pre"",117,2026-02-24 04:45:32.528537,2026-02-24 04:47:10.472804,97.9,0,0,0,0,0,32.39,0,9.3,0,1351.2"
"TXB_50,""pre"",118,2026-02-24 04:56:10.285461,2026-02-24 05:01:51.308136,341,0,0,0,0,1,56.09,0,4.8,0,1043.5"
"TXB_50,""pre"",119,2026-02-24 04:56:57.977199,2026-02-24 05:00:41.93032,224,0,0,0,0,0,15.37,0,84.4,0,5953.4"
"TXB_50,""pre"",120,2026-02-24 06:02:15.851224,2026-02-24 06:07:07.416008,291.6,0,0,0,0,0,17.83,0,90.8,0,1295.8"
"TXB_50,""pre"",121,2026-02-24 06:02:21.340449,2026-02-24 06:02:23.63129,2.3,0,0,0,0,0,68.91,0,28.7,0,3962.5"
"TXB_50,""pre"",122,2026-02-24 06:04:31.823102,2026-02-24 06:04:32.799417,1,1,0,0,0,0,7.78,0,1.5,0,4381.5"
"TXB_50,""pre"",123,2026-02-24 06:18:19.893568,2026-02-24 06:20:12.688603,112.8,0,0,0,0,0,9.2,0,85.3,0,3466.6"
"TXB_50,""pre"",124,2026-02-24 06:20:50.528342,2026-02-24 06:21:43.223041,52.7,0,0,0,0,0,6.18,1,54.6,0,1337.1"
"TXB_50,""pre"",125,2026-02-24 06:55:07.386201,2026-02-24 06:57:34.093782,146.7,0,0,0,0,0,37.93,0,36.6,0,7187.8"
"TXB_50,""pre"",126,2026-02-24 07:02:36.448526,2026-02-24 08:49:11.479451,6395,0,0,0,0,0,35.53,0,50.2,0,1185.3"
"TXB_50,""pre"",127,2026-02-24 07:32:53.242879,2026-02-24 07:33:36.810531,43.6,0,0,0,0,0,82.71,0,60.7,0,1268.3"
"TXB_50,""pre"",128,2026-02-24 08:12:05.169518,2026-02-24 08:12:05.669518,0.5,1,0,0,0,0,1.32,0,4.8,0,1113.8"
"TXB_50,""pre"",129,2026-02-24 08:31:26.309696,2026-02-24 08:41:25.208308,598.9,0,0,0,0,0,62.06,0,59,0,2020.6"
"TXB_50,""pre"",130,2026-02-24 08:58:20.51908,2026-02-24 08:59:23.360858,62.8,0,0,0,0,0,5.8,0,49.2,0,2112.3"
"TXB_50,""pre"",131,2026-02-24 08:58:33.98062,2026-02-24 08:58:53.405581,19.4,0,0,0,0,0,90.17,0,87.9,0,1498.2"
"TXB_50,""pre"",132,2026-02-24 09:03:29.938488,2026-02-24 09:03:49.022062,19.1,0,0,0,0,1,23.52,0,16.9,0,974.2"
"TXB_50,""pre"",133,2026-02-24 09:05:13.914709,2026-02-24 09:05:44.909536,31,0,0,0,0,0,79.94,0,77.6,0,1031.8"
"TXB_50,""pre"",134,2026-02-24 09:09:36.255312,2026-02-24 09:14:25.060833,288.8,0,0,0,0,0,69.35,0,43.2,0,1681.1"
"TXB_50,""pre"",135,2026-02-24 09:38:31.681624,2026-02-24 09:39:05.267771,33.6,0,0,0,0,0,81.05,1,81.9,0,1262.7"
"TXB_50,""pre"",136,2026-02-24 09:44:36.988258,2026-02-24 09:45:16.943281,40,0,0,0,0,0,62.12,0,2.6,0,1737.5"
"TXB_50,""pre"",137,2026-02-24 09:52:24.763252,2026-02-24 09:52:51.565373,26.8,0,0,0,0,0,27.37,0,73.3,0,5929.5"
"TXB_50,""pre"",138,2026-02-24 10:27:58.492745,2026-02-24 11:22:28.72825,3270.2,0,0,0,0,0,19.03,0,25.9,0,1258.7"
"TXB_50,""pre"",139,2026-02-24 10:42:36.525175,2026-02-24 10:42:37.666011,1.1,1,0,0,0,0,4.09,0,1.6,0,1408"
"TXB_50,""pre"",140,2026-02-24 10:59:40.128885,2026-02-24 11:53:25.22887,3225.1,0,0,0,0,0,60.24,0,18.2,0,1167.2"
"TXB_50,""pre"",141,2026-02-24 11:00:29.786219,2026-02-24 11:00:32.801071,3,1,0,0,0,0,2.17,0,7.2,0,1563.6"
"TXB_50,""pre"",142,2026-02-24 11:09:30.839947,2026-02-24 11:10:38.332364,67.5,0,0,0,0,0,30.01,0,35.6,0,1118.7"
"TXB_50,""pre"",143,2026-02-24 11:18:53.190207,2026-02-24 11:19:30.118667,36.9,0,0,0,1,0,93.18,0,58.5,0,1515"
"TXB_50,""pre"",144,2026-02-24 11:35:00.604369,2026-02-24 11:35:22.309566,21.7,0,0,0,1,0,70.22,0,97.6,0,1213.5"
"TXB_50,""pre"",145,2026-02-24 11:38:24.202268,2026-02-24 11:38:42.030816,17.8,0,0,0,0,0,16.78,0,72.5,0,1637.5"
"TXB_50,""pre"",146,2026-02-24 12:08:17.135181,2026-02-24 12:08:38.081869,20.9,0,0,0,0,0,66.8,0,62.8,0,1486.8"
"TXB_50,""pre"",147,2026-02-24 12:11:32.522959,2026-02-24 12:11:49.307478,16.8,0,0,0,0,0,19.82,0,3.9,0,1620.9"
"TXB_50,""pre"",148,2026-02-24 12:29:22.560607,2026-02-24 12:29:35.319877,12.8,1,0,0,0,0,6.43,0,9.8,0,1168.5"
"TXB_50,""pre"",149,2026-02-24 12:37:53.894958,2026-02-24 12:44:45.322931,411.4,0,0,0,0,0,66.17,0,24,0,10463.4"
"TXB_50,""pre"",150,2026-02-24 12:40:41.53703,2026-02-24 12:42:23.935201,102.4,0,0,0,0,0,38.08,0,26.5,0,2880.9"
"TXB_50,""pre"",151,2026-02-24 12:58:02.245207,2026-02-24 12:58:41.827808,39.6,0,0,0,0,0,24.54,0,94.5,0,1393.2"
"TXB_50,""pre"",152,2026-02-24 13:07:51.529143,2026-02-24 13:07:52.029143,0.5,1,0,0,0,0,0.42,0,1.7,0,1439.3"
"TXB_50,""pre"",153,2026-02-24 13:21:26.130574,2026-02-24 13:21:27.591481,1.5,1,0,0,0,0,6.01,0,3.8,0,5658.7"
"TXB_50,""pre"",154,2026-02-24 13:23:49.621138,2026-02-24 13:25:44.007239,114.4,0,0,0,0,0,29.64,0,88,0,1557.5"
"TXB_50,""pre"",155,2026-02-24 13:25:18.406516,2026-02-24 13:25:48.853931,30.4,0,0,1,0,0,45.27,0,22.3,0,1331.4"
"TXB_50,""pre"",156,2026-02-24 13:27:24.741867,2026-02-24 13:27:44.074652,19.3,0,0,0,0,0,60.05,0,4.7,0,1410.4"
"TXB_50,""pre"",157,2026-02-24 13:36:45.576986,2026-02-24 13:37:23.397832,37.8,0,0,0,0,0,69.04,0,7.9,0,1178.2"
"TXB_50,""pre"",158,2026-02-24 13:40:04.154352,2026-02-24 13:45:19.219558,315.1,0,0,0,0,0,66.7,0,77.3,0,3952.1"
"TXB_50,""pre"",159,2026-02-24 13:44:15.758637,2026-02-24 15:04:43.416519,4827.7,0,0,0,0,0,22.48,0,4.7,0,1282.1"
"TXB_50,""pre"",160,2026-02-24 14:09:00.837744,2026-02-24 15:13:55.493245,3894.7,0,0,0,0,1,20.98,0,92.5,0,2497.5"
"TXB_50,""pre"",161,2026-02-24 14:18:14.273115,2026-02-24 14:36:44.541879,1110.3,0,0,0,0,0,28.12,0,4.1,0,1035.3"
"TXB_50,""pre"",162,2026-02-24 14:40:34.288776,2026-02-24 14:42:03.893416,89.6,0,0,1,0,0,48.5,0,41.9,0,1019.5"
"TXB_50,""pre"",163,2026-02-24 15:03:42.329566,2026-02-24 15:06:54.741805,192.4,0,0,0,0,0,15.37,0,97.1,0,2732"
"TXB_50,""pre"",164,2026-02-24 15:38:32.960753,2026-02-24 15:52:24.075211,831.1,0,0,0,0,0,85,0,91.6,0,1445.7"
"TXB_50,""pre"",165,2026-02-24 17:27:53.075655,2026-02-24 17:32:52.217959,299.1,0,0,0,0,0,39.8,0,13.4,0,1512.8"
"TXB_50,""pre"",166,2026-02-24 23:00:44.026614,2026-02-24 23:05:45.549437,301.5,0,0,0,0,0,17.29,0,21.1,0,3214.8"
"TXB_50,""pre"",167,2026-02-24 23:02:18.8616,2026-02-24 23:02:27.915063,9.1,0,0,0,0,0,39.09,0,49.6,0,1600.7"
"TXB_50,""pre"",168,2026-02-24 23:45:55.667652,2026-02-24 23:46:10.148231,14.5,0,0,1,0,0,36.28,0,90.8,0,3024.7"
"TXB_50,""pre"",169,2026-02-25 00:14:21.060157,2026-02-25 00:17:42.987598,201.9,0,0,0,0,1,99.13,1,89.8,0,1982"
"TXB_50,""pre"",170,2026-02-25 00:26:49.041936,2026-02-25 00:40:00.453645,791.4,0,0,0,0,0,16.83,0,2.6,0,1603.6"
"TXB_50,""pre"",171,2026-02-25 00:48:04.70536,2026-02-25 00:48:16.542561,11.8,0,0,0,0,0,8.62,0,5.3,0,1690"
"TXB_50,""pre"",172,2026-02-25 01:11:42.249416,2026-02-25 01:12:25.265388,43,0,0,0,0,0,56.52,0,68.2,0,4291.8"
"TXB_50,""pre"",173,2026-02-25 01:12:45.835902,2026-02-25 01:13:04.895112,19.1,0,0,0,0,1,77.91,0,94.5,0,1607.9"
"TXB_50,""pre"",174,2026-02-25 01:24:13.35389,2026-02-25 01:24:14.031075,0.7,1,0,0,0,0,0.86,0,3.3,0,970.8"
"TXB_50,""pre"",175,2026-02-25 01:34:06.937947,2026-02-25 01:35:49.863746,102.9,0,0,0,0,0,77.16,0,56.8,0,2131"
"TXB_50,""pre"",176,2026-02-25 01:57:03.175138,2026-02-25 01:57:09.455559,6.3,1,0,0,0,0,0.27,0,6.8,0,1164.5"
"TXB_50,""pre"",177,2026-02-25 02:05:05.641791,2026-02-25 02:05:33.234391,27.6,0,0,0,0,0,2.36,0,26.6,0,1148.1"
